memory_id,022fb5a3-e07d-4abf-8a47-b6026b1251a6,03589c65-1e31-420f-bf6d-330b235326cc,0990ff58-d164-475b-a775-8d4871a292ed,0fe4d37f-ecfa-49e9-bbc6-d73318fb7fd8,13455267-94f8-4b3b-84d0-f0eab23fe151,18d2fdd3-e0df-4cf2-b748-c89cb0cbbe4c,1b6d097d-24f6-4405-ac63-6c9660302c2c,1debac74-74d9-4441-94e5-5520588d8b6d,20c6b5ea-d503-4b96-81da-c38452558077,2464d706-28cb-44f9-a2dc-c5551f7050c4,2564e8ce-4057-40af-8def-00190c3ea5db,268223c8-213f-4bbc-a6a4-63597168712a,26ab2897-20e2-4904-afad-440db71ce2d1,2738b595-6687-4f32-9f8a-5684744574e3,27f20798-27ef-42b2-80b7-bf04abe42126,282a1048-f358-40a5-b789-2464d9c3472f,28bf0b8d-c562-432d-8e81-264bcbe1d8aa,2a92f7b2-73bf-4974-85ce-7e8b504c6388,2f869155-9718-48c4-8595-ae8f48ff7d38,3408c409-4a97-4593-be4c-06290b2b1744,3712bc6f-eadd-4ac8-8bab-fccf8fca71aa,3932f81c-4dbf-459c-831f-ef9c678c4282,3a31d77f-e3e4-4f8b-862d-f086ce28d31f,3fc452db-6a6d-4b6c-a2a2-3afcede1f089,41ffc229-bb78-41ec-afe5-2bf43d5ec774,42e1076d-0f1f-4e64-8b6e-274a2789b6c8,469dd7a6-ac62-4a48-b40d-9960b62058fe,46fbb66c-6655-4152-9678-d7f68de2abc5,4eb61e0b-502b-4d18-86d7-b215c7b98bf0,50ca257b-4db2-41aa-9252-d0c0c49e24b6,50f32f80-04b3-4d15-a554-7ac011a2aa00,51fbb20b-b38b-4ed4-bca6-84cfc66184f6,5322098e-cd0d-4917-bcfc-412c7a5fc710,5e08a29b-8ff4-4ad0-9ae2-fafed3878b9e,60399af8-5232-4cf4-9c37-4f6fb707b36b,66d9e9aa-8b57-42dd-a71c-2f348c36012f,67609af4-3bdc-48c8-b0b0-839470eebeed,68096db0-ed0f-4cef-ab70-c5b85bdd42a7,682c477c-8b01-4612-a549-d49996a36aa8,68c993a0-5b56-4875-a4b6-76be43f258dd,7a19dd1f-b0b9-4b33-929a-5b3a6b5a818b,7e337335-3683-45a8-ab2a-7a846eb18a7b,8221c2f0-0652-4504-9478-9838cd8b55e5,8555dbec-e3cb-43ae-af1e-1a9447acd013,89e7a04e-5462-4198-9037-93aff3c0beff,8af6b771-fd21-4539-adab-02597d632c60,981f2702-aad7-4e05-93c3-a7ce9842ac8d,9af1d8d4-5adc-47be-ac53-a76cac057570,9ecbe534-b26b-44e5-a6d6-601865aa69ed,a2e2aacf-6fac-469b-b845-714774f10c1e,a3d2403e-7830-4f71-b17c-0b545b2d06f7,a7f2b660-e1d9-41d2-9547-c54d2d2aa8d9,a8b7caf6-c76c-4102-a01e-9f1f036a1096,acafb721-820a-4382-9ccb-af7cd28de301,ad7aee3d-0fb0-476b-9998-b237f6dd6513,ae404ce5-f14e-4aa9-9fa0-7730083fb0b6,b6075548-540c-43b2-8d9f-4f3098b93ff5,b73a3e33-c270-4144-8a8e-c6abd315fb2e,b85903b3-161f-4600-a267-d59fb2e5e1a9,bb83d753-0429-4747-8236-b50e219ec0c7,bbfecab0-aa7e-4847-86a4-87cf2c608d41,bc3cbcb7-e622-42b8-b474-5771f4dd1213,bd604ca2-c559-4abb-bcdd-04daccdf7a26,c84dbcad-737e-424d-9976-82b210006375,cd6adfa1-7bac-4768-8ae0-32e6ded68a56,ce9e8400-261a-48fd-9902-02f1d2d38d2d,cecd6ef0-729b-4654-b593-163d846e9f03,d18a2ff3-ff62-4a18-b0a5-d612f43ad665,d24b6c14-5154-44f8-821b-ca73a50ed231,d78911ea-9ae5-4d84-a1f1-9436e13c1c80,da20530f-91b4-4e56-b6cd-52dec49a51a2,da2ac117-9838-494e-8d09-ea0dc0698408,dc773d73-beee-4f45-bd93-ddd0825f9e00,dec046ae-6dc1-4cde-a72b-61ed386b358a,e0b497d4-42c8-40cd-8fdd-a6d00825a2af,e4bf5cf2-ba01-4837-a850-a193bb353bb0,e74badef-cdf3-4a67-acf6-bdc4c380a005,e7710aa7-517b-4193-80be-06f518f0cf5d,e7b5cbf4-f7a5-410d-a990-4c2928eedbbb,e9781779-76fd-439e-a2a6-35d7127c0205,e97a5e9f-5c63-4545-8b10-3739fa5f1a29,ecb9dd82-a698-4869-a7c8-50cdf42466e5,ed299047-266d-4676-9a9c-554750292118,f1a5b77e-a007-4031-949c-dfcaf494b82e,f41f137b-c8f2-4930-b605-30db5606ff81,f44650d8-fb25-410b-9125-c016c7e783e8,f6bf9be4-df61-4a23-a6dc-4577918d8796,fab5bcdc-dbd5-432a-92c6-1b689067b39f,fc33cb12-396e-45ee-836b-4988d0ae9d9a,fcfa3f84-b3ad-4a7b-bd1d-8f8898a5a05f,fef929f6-a3a0-4bd2-87f7-b78cfdf47b32
2564e8ce-4057-40af-8def-00190c3ea5db,0.31078106,0.3180287,0.330031,0.37218177,0.24302867,0.35390374,0.28464103,0.2802965,0.30114916,0.32204443,0.99999994,0.26677173,0.2804709,0.34894627,0.14820671,0.3890548,0.36455965,0.19423527,0.2934843,0.32399732,0.28353587,0.31044942,0.28336954,0.43488377,0.28840297,0.35264754,0.2956569,0.3915497,0.28651357,0.27646726,0.3009103,0.25216553,0.21789649,0.33649266,0.2588357,0.4222101,0.22567853,0.26864812,0.16238452,0.2800066,0.20444238,0.32998514,0.2729247,0.29641125,0.23776634,0.24121967,0.3315267,0.21457358,0.24076903,0.19825578,0.34902936,0.19860739,0.37259656,0.20857476,0.25744724,0.2822873,0.29457867,0.23040739,0.32383892,0.3185331,0.36170378,0.30441833,0.2938153,0.35520014,0.35105485,0.2602833,0.31910405,0.2127144,0.25900847,0.23677114,0.26771986,0.24121112,0.21627863,0.23647276,0.2808671,0.29377288,0.30882996,0.2709203,0.2812751,0.31676668,0.24221209,0.2527935,0.27272314,0.21315965,0.3002935,0.20888922,0.31335372,0.24333575,0.24234012,0.33735806,0.16041707
268223c8-213f-4bbc-a6a4-63597168712a,0.3100754,0.4019232,0.39299428,0.3217842,0.29826277,0.28528655,0.31390202,0.3476005,0.42725253,0.29043564,0.26677173,1.0000001,0.31049395,0.4477303,0.26255888,0.3852538,0.7378553,0.300039,0.4133407,0.22292987,0.32134235,0.3221212,0.64126587,0.28533012,0.36885002,0.36884868,0.31522962,0.24409294,0.3110376,0.39058432,0.7571146,0.35702527,0.29422265,0.2818151,0.300843,0.30555165,0.5019385,0.40103254,0.29449874,0.31853634,0.2738512,0.47745472,0.35098794,0.30511257,0.6252368,0.40800247,0.3797899,0.30526644,0.30888343,0.3349528,0.42534575,0.53969145,0.35492456,0.2480355,0.29595196,0.3009425,0.27032098,0.40159357,0.3854449,0.42092696,0.3564995,0.32731578,0.24607173,0.37344652,0.44924754,0.33199534,0.4655356,0.28350678,0.30234462,0.31329837,0.3548315,0.47620255,0.49509913,0.31770444,0.3253491,0.35639173,0.35344845,0.61489415,0.3744516,0.42777455,0.34648582,0.41668478,0.45245457,0.56115544,0.3022346,0.34295082,0.44580635,0.25924277,0.4215871,0.42851865,0.253295
26ab2897-20e2-4904-afad-440db71ce2d1,0.42776483,0.3759832,0.23168926,0.40850273,0.4245404,0.5553839,0.41301888,0.3406963,0.42364937,0.26671907,0.2804709,0.31049395,0.9999999,0.42192316,0.30346328,0.23912816,0.3127036,0.32985878,0.2763833,0.27556804,0.5651776,0.31593233,0.2916953,0.28518504,0.39764386,0.3453027,0.3972426,0.25110415,0.28779846,0.38066486,0.2494201,0.6105813,0.7155787,0.7264689,0.27997765,0.4165963,0.20118876,0.4641279,0.30640736,0.37568086,0.1956889,0.44516724,0.2796213,0.3890677,0.44979456,0.21213776,0.35872385,0.39711133,0.4348672,0.403142,0.37713027,0.24978895,0.5920128,0.317648,0.32276487,0.33264413,0.32927418,0.28769082,0.286435,0.43815017,0.30346397,0.33200893,0.21109049,0.3896328,0.25397167,0.5269437,0.2653013,0.42400244,0.41642213,0.39115754,0.24354604,0.33126563,0.26422766,0.35801798,0.56313205,0.34456706,0.29088837,0.28268376,0.25286907,0.3344564,0.41640893,0.55309343,0.4281368,0.26231456,0.29636523,0.4061234,0.4600429,0.4038702,0.35792607,0.31187633,0.2668501
2738b595-6687-4f32-9f8a-5684744574e3,0.36835417,0.4945703,0.2616241,0.46846247,0.37645936,0.36807355,0.2952851,0.306584,0.41802943,0.32077074,0.34894627,0.4477303,0.42192316,1.0,0.3704201,0.27123225,0.38599092,0.33162707,0.29025018,0.16895528,0.41706073,0.33537698,0.3925269,0.34613693,0.37337494,0.5243895,0.3440921,0.36170268,0.30378938,0.44775894,0.41107145,0.38545477,0.36106285,0.36862296,0.34819782,0.2873454,0.37443233,0.3999859,0.29389217,0.45165658,0.19832574,0.42542705,0.24248952,0.33109432,0.42643577,0.3807586,0.49834576,0.36071873,0.33249885,0.32622102,0.42748076,0.34923387,0.44607055,0.32719254,0.37404317,0.31544232,0.27748954,0.29726577,0.3299363,0.4325677,0.34879857,0.39419022,0.23141879,0.45497945,0.3200189,0.37544668,0.3323536,0.3514408,0.33047187,0.3493524,0.33937687,0.33941343,0.35111624,0.36281827,0.40978992,0.29658186,0.30431998,0.38485825,0.27014118,0.35350004,0.3403957,0.39687616,0.43320546,0.4734241,0.32819396,0.3857888,0.41301447,0.32982785,0.39648852,0.46849328,0.34926996
27f20798-27ef-42b2-80b7-bf04abe42126,0.37080482,0.43605748,0.27091157,0.39363492,0.52542704,0.2908935,0.3270385,0.38047475,0.34184977,0.28379264,0.14820671,0.26255888,0.30346328,0.3704201,1.0,0.18726298,0.24067594,0.6289662,0.2417419,0.24311352,0.32829624,0.30174088,0.23524526,0.31034964,0.4029649,0.3372209,0.37356675,0.31018472,0.29317647,0.35953593,0.26408023,0.33402982,0.30863625,0.29965097,0.38955444,0.31885868,0.2755919,0.33950284,0.67882615,0.39504194,0.33407795,0.2922111,0.29401824,0.5890397,0.36852828,0.27474025,0.41457146,0.47880682,0.3867064,0.4103153,0.3452093,0.27037925,0.28287533,0.72871983,0.43025753,0.38676384,0.35531837,0.3439177,0.29484212,0.3202203,0.30790427,0.3346884,0.23268722,0.38778803,0.2182574,0.33063224,0.28558874,0.46655247,0.36874795,0.260958,0.40522125,0.33422,0.29246303,0.5869076,0.33629638,0.32579494,0.34384078,0.35051438,0.31585848,0.28070885,0.47221094,0.30311662,0.33555192,0.4132267,0.2883649,0.49467784,0.36143607,0.35236794,0.3509912,0.35510743,0.86277163
282a1048-f358-40a5-b789-2464d9c3472f,0.2899108,0.29151303,0.37216872,0.24358267,0.21563879,0.23562786,0.27402598,0.20454818,0.34765697,0.28810766,0.3890548,0.3852538,0.23912816,0.27123225,0.18726298,1.0,0.49171335,0.25392115,0.49663937,0.23285867,0.1870169,0.25258708,0.45965588,0.28639904,0.30178064,0.30780712,0.24097112,0.20970298,0.29647812,0.2826591,0.46489757,0.27129984,0.1926205,0.2159116,0.22645351,0.3351381,0.5081311,0.20879802,0.14594804,0.2003617,0.2854543,0.30788082,0.29069114,0.28564197,0.3690579,0.5091171,0.24778962,0.20953475,0.25606823,0.20592907,0.42721412,0.44643676,0.3183156,0.2676766,0.21706416,0.24786425,0.30375117,0.3215366,0.40793604,0.27192557,0.3333937,0.26079476,0.22699222,0.27081951,0.8977767,0.16325404,0.5161034,0.20175609,0.21685329,0.2282588,0.2776857,0.39381218,0.26545063,0.26448745,0.2023936,0.2951132,0.34035772,0.38609856,0.28456518,0.32494754,0.26435363,0.19440226,0.32644683,0.35982257,0.2469551,0.22023548,0.4246435,0.2051686,0.42022622,0.30554032,0.19370416
28bf0b8d-c562-432d-8e81-264bcbe1d8aa,0.3256412,0.33011886,0.42870915,0.24423487,0.22839838,0.3643158,0.30453068,0.219333,0.4301491,0.2578023,0.36455965,0.7378553,0.3127036,0.38599092,0.24067594,0.49171335,0.99999994,0.27841082,0.38928035,0.22151248,0.27552193,0.26029596,0.57857126,0.3408684,0.34118012,0.3857226,0.22481525,0.26198274,0.41396654,0.33920613,0.6121823,0.3363191,0.24517754,0.3088615,0.24988972,0.3181045,0.48156297,0.28488922,0.19496515,0.2702421,0.24568297,0.3944993,0.36693227,0.28282458,0.44307113,0.40856946,0.35266626,0.23388134,0.23479898,0.30742574,0.42815292,0.44857702,0.34598717,0.30388495,0.19540352,0.30530882,0.2634363,0.35518897,0.3653978,0.34716034,0.35404015,0.3343653,0.20051378,0.37474203,0.482737,0.25073153,0.5277541,0.19592449,0.28656656,0.24161114,0.4197616,0.49362963,0.42399567,0.28641316,0.3018375,0.31645525,0.35402128,0.504597,0.2846043,0.36797976,0.2668721,0.3267109,0.437732,0.5122493,0.28076494,0.23029613,0.4849949,0.17422369,0.4172371,0.3670464,0.24630016
2a92f7b2-73bf-4974-85ce-7e8b504c6388,0.38185623,0.41204166,0.2597647,0.44502476,0.63585067,0.3258536,0.38770556,0.2886778,0.34585303,0.272176,0.19423527,0.300039,0.32985878,0.33162707,0.6289662,0.25392115,0.27841082,1.0,0.30591375,0.26093006,0.34800255,0.22875817,0.28164548,0.29341012,0.4052955,0.34312862,0.37836316,0.27298096,0.26940852,0.3726378,0.30944893,0.35097814,0.29272473,0.35380614,0.37858292,0.27191883,0.2942515,0.397233,0.42000875,0.3497528,0.37928614,0.34464717,0.32971692,0.45970765,0.44899583,0.2615372,0.32643858,0.5014876,0.47412583,0.40484717,0.39502788,0.3040045,0.3160842,0.7935188,0.46896946,0.32847422,0.40548778,0.30673915,0.25217184,0.42301846,0.3081119,0.29843962,0.19233838,0.4175295,0.2694905,0.33520365,0.27456367,0.6145737,0.38521522,0.3250627,0.33360207,0.34709018,0.23330155,0.8019922,0.35215384,0.33232218,0.3793586,0.37732986,0.25335914,0.39833632,0.4735409,0.30942816,0.33406913,0.34379917,0.3507734,0.55332774,0.39996958,0.3634903,0.37805805,0.3539182,0.69172454
2f869155-9718-48c4-8595-ae8f48ff7d38,0.27517417,0.27504367,0.4568681,0.2219483,0.21223062,0.26048267,0.20432377,0.23299846,0.35266638,0.29342842,0.2934843,0.4133407,0.2763833,0.29025018,0.2417419,0.49663937,0.38928035,0.30591375,0.99999994,0.28976193,0.2792413,0.35274166,0.46950892,0.23408514,0.31805998,0.36116165,0.34516776,0.18621099,0.34527057,0.2712222,0.44664198,0.28190663,0.20170026,0.30906302,0.31082296,0.3223657,0.4732755,0.33279145,0.1984556,0.29358578,0.42813653,0.4493389,0.369704,0.2945953,0.49966606,0.418643,0.28974545,0.19846806,0.23834155,0.28441063,0.40869415,0.5084382,0.31940103,0.2669592,0.24227117,0.2387652,0.2384978,0.31071916,0.34519434,0.37671608,0.2891587,0.29032934,0.23174155,0.3785115,0.5042646,0.27175695,0.48672765,0.18950859,0.2718426,0.18490826,0.33400092,0.426508,0.34104437,0.2599982,0.27277642,0.26191264,0.37428603,0.43821782,0.3755318,0.39281338,0.3342852,0.33380553,0.41548547,0.37457973,0.18717827,0.22057065,0.39416867,0.23958455,0.35576665,0.3130352,0.2211668
3408c409-4a97-4593-be4c-06290b2b1744,0.22819172,0.2985925,0.29020357,0.22850329,0.25376785,0.217957,0.2778422,0.31600326,0.26395312,0.38582247,0.32399732,0.22292987,0.27556804,0.16895528,0.24311352,0.23285867,0.22151248,0.26093006,0.28976193,1.0,0.23824868,0.29339266,0.28680068,0.27792144,0.2595872,0.26607236,0.27763924,0.1872963,0.3345417,0.18435663,0.20834449,0.17509232,0.17225787,0.25876686,0.285156,0.32783484,0.17265959,0.2919999,0.21489543,0.29959553,0.2071023,0.29265028,0.22135381,0.3086781,0.30200356,0.19112119,0.32501006,0.29166526,0.28663373,0.24975675,0.23252925,0.2059004,0.27521604,0.25994712,0.25065738,0.2780827,0.2670818,0.24994224,0.35249287,0.22447355,0.30147034,0.26133075,0.26135296,0.29859534,0.21487355,0.25766185,0.26330775,0.27469423,0.2507773,0.22799924,0.26095307,0.26224598,0.25535792,0.2810306,0.22972086,0.34431916,0.32851896,0.25396,0.31751502,0.37664375,0.30412665,0.25023887,0.28221208,0.21859294,0.18934593,0.26071185,0.2892781,0.22597367,0.20436883,0.2367427,0.23633981
3712bc6f-eadd-4ac8-8bab-fccf8fca71aa,0.55181247,0.49004516,0.2069897,0.38882697,0.36855236,0.7757775,0.30762005,0.37513468,0.51314366,0.26090503,0.28353587,0.32134235,0.5651776,0.41706073,0.32829624,0.1870169,0.27552193,0.34800255,0.2792413,0.23824868,1.0,0.4169201,0.3680095,0.33055115,0.3883924,0.37612087,0.35259277,0.26283598,0.3074291,0.39341128,0.33839455,0.54160804,0.5124141,0.6828318,0.3748747,0.3400731,0.23766062,0.55307335,0.3047407,0.33257136,0.25021136,0.5304815,0.30058467,0.33204782,0.4847052,0.26437077,0.3792937,0.42966235,0.43048263,0.37054735,0.36540744,0.27402693,0.6381491,0.32849285,0.2985288,0.36883146,0.34553844,0.28192213,0.32219914,0.41869694,0.4252473,0.41235,0.3313999,0.37663093,0.2933572,0.8768753,0.21804959,0.38913244,0.37120026,0.3063299,0.27441508,0.3355657,0.24471693,0.45664793,0.86048836,0.28217047,0.31307015,0.29619554,0.2540475,0.31456572,0.41823518,0.61949074,0.5162065,0.30721435,0.3032295,0.40615845,0.47971004,0.3416853,0.32995656,0.30743268,0.32522625
3932f81c-4dbf-459c-831f-ef9c678c4282,0.3730109,0.5130717,0.48092008,0.27458718,0.24713781,0.31666198,0.29951528,0.31781974,0.41625133,0.28723237,0.31044942,0.3221212,0.31593233,0.33537698,0.30174088,0.25258708,0.26029596,0.22875817,0.35274166,0.29339266,0.4169201,1.0,0.39648992,0.32988995,0.41688898,0.2547872,0.36948442,0.25170344,0.26878566,0.30839998,0.349634,0.3127876,0.31769195,0.33900544,0.4624552,0.32069615,0.3848252,0.4255458,0.25446904,0.32223982,0.38299948,0.5389555,0.35689878,0.20444205,0.39325407,0.32044277,0.4076503,0.2938523,0.284546,0.32713714,0.27530658,0.3597927,0.37203333,0.32130873,0.25566706,0.33806336,0.23863247,0.3271045,0.27003407,0.31305385,0.35817337,0.45414504,0.2066375,0.39535707,0.34606794,0.3375774,0.4023718,0.2688957,0.31275854,0.30333984,0.3691297,0.33589607,0.5156183,0.34223258,0.3926618,0.34784892,0.3088801,0.2820727,0.47322056,0.33628762,0.3539879,0.42496377,0.5479965,0.39621866,0.2716636,0.29382,0.38863683,0.24968626,0.32264775,0.32572833,0.28752393
3a31d77f-e3e4-4f8b-862d-f086ce28d31f,0.31067288,0.4284336,0.42142093,0.3304906,0.2811942,0.34456584,0.23686627,0.33473685,0.4561836,0.29372948,0.28336954,0.64126587,0.2916953,0.3925269,0.23524526,0.45965588,0.57857126,0.28164548,0.46950892,0.28680068,0.3680095,0.39648992,1.0,0.29566157,0.38376242,0.3289615,0.3119342,0.25386363,0.40512684,0.3559679,0.64974266,0.35344708,0.26838875,0.31067362,0.35752147,0.35132718,0.62956756,0.38188478,0.24510226,0.31528392,0.32018304,0.5038885,0.37270832,0.2971771,0.5886123,0.44461697,0.35088456,0.36967683,0.29849127,0.29337862,0.41294158,0.64725184,0.35264143,0.26518425,0.26836807,0.33562112,0.29636914,0.3650542,0.482687,0.3655826,0.39726937,0.39054364,0.31812918,0.376069,0.51173383,0.32232955,0.5549543,0.25054866,0.3046939,0.2840156,0.42812127,0.54210246,0.5619416,0.3525719,0.39773643,0.29279846,0.38926667,0.44707835,0.39348388,0.36721867,0.35977802,0.47425357,0.50428295,0.47567993,0.3069175,0.2996602,0.44857633,0.243249,0.41417778,0.33839762,0.2594767
3fc452db-6a6d-4b6c-a2a2-3afcede1f089,0.43314728,0.43442392,0.32462817,0.33643025,0.3882399,0.4070562,0.33402246,0.32932854,0.3861561,0.28800976,0.43488377,0.28533012,0.28518504,0.34613693,0.31034964,0.28639904,0.3408684,0.29341012,0.23408514,0.27792144,0.33055115,0.32988995,0.29566157,1.0,0.41483724,0.5835002,0.3052131,0.74818355,0.28291434,0.30587053,0.34333244,0.29424405,0.2505749,0.32067072,0.37908235,0.24829292,0.2783037,0.35016426,0.26978767,0.29272407,0.27860796,0.41231602,0.2980572,0.3452224,0.32077968,0.32261053,0.43425888,0.3069719,0.3719327,0.2939791,0.35628146,0.2867592,0.31780785,0.36926737,0.2986285,0.488864,0.39371216,0.25481123,0.4154369,0.37499365,0.49938363,0.470003,0.44658768,0.342891,0.3175829,0.31439814,0.35018492,0.29156193,0.28995264,0.21486467,0.29988617,0.3231548,0.24910238,0.39592153,0.3404603,0.2828159,0.3183586,0.24104954,0.21541181,0.3763538,0.37830025,0.32184142,0.38443393,0.3511876,0.46039185,0.29550022,0.36803982,0.27408424,0.2995485,0.48061305,0.3388424
41ffc229-bb78-41ec-afe5-2bf43d5ec774,0.4946759,0.45383847,0.36609504,0.38848215,0.46585965,0.37418795,0.36306012,0.36233833,0.5117651,0.36322242,0.28840297,0.36885002,0.39764386,0.37337494,0.4029649,0.30178064,0.34118012,0.4052955,0.31805998,0.2595872,0.3883924,0.41688898,0.38376242,0.41483724,1.0000001,0.41528064,0.4387964,0.35418078,0.3058769,0.3985717,0.35448486,0.499766,0.4183548,0.42568228,0.6526829,0.30228034,0.3869753,0.46872205,0.3835217,0.37607345,0.3732139,0.47599137,0.33099702,0.3477857,0.4403886,0.33366495,0.4888177,0.3543471,0.43278503,0.4421446,0.4080981,0.3587004,0.4020723,0.3728398,0.3744616,0.4409634,0.37559307,0.3328846,0.30964386,0.41359282,0.3547622,0.68981063,0.24138503,0.38394076,0.34712833,0.41467658,0.37256467,0.3761504,0.41720963,0.33950457,0.3524858,0.49066046,0.37809598,0.41975284,0.40162957,0.3951175,0.40654683,0.3059186,0.3499828,0.3894992,0.51180446,0.39571148,0.5483429,0.42974058,0.4172721,0.4031796,0.5496458,0.44043046,0.444754,0.3707484,0.40545258
42e1076d-0f1f-4e64-8b6e-274a2789b6c8,0.38557976,0.38692462,0.25721857,0.3797634,0.34756845,0.3760875,0.308901,0.28396475,0.4328339,0.42333513,0.35264754,0.36884868,0.3453027,0.5243895,0.3372209,0.30780712,0.3857226,0.34312862,0.36116165,0.26607236,0.37612087,0.2547872,0.3289615,0.5835002,0.41528064,0.99999994,0.4029603,0.5013972,0.36226997,0.3996272,0.3434339,0.35119125,0.25150627,0.34764284,0.31371427,0.25698847,0.2703244,0.35032332,0.24509925,0.37788504,0.24580286,0.4317115,0.21907479,0.3449582,0.38999408,0.30455047,0.4775441,0.30148286,0.31310785,0.37152547,0.49612474,0.25346136,0.41902635,0.3216689,0.33666134,0.2913226,0.30543196,0.25969127,0.38817257,0.43808937,0.4668721,0.4107255,0.3091414,0.363516,0.31481433,0.40183645,0.3190467,0.28612208,0.32393366,0.28633717,0.40177298,0.40344578,0.27267063,0.35467425,0.3433042,0.3260506,0.36823636,0.28692394,0.2394732,0.39449123,0.3425636,0.3915776,0.3840149,0.3889109,0.32690662,0.32556248,0.46875075,0.362943,0.3436625,0.6277622,0.2963534
469dd7a6-ac62-4a48-b40d-9960b62058fe,0.3377926,0.39293265,0.2940812,0.43988407,0.43931317,0.28013802,0.3605407,0.35939282,0.38462883,0.30744302,0.2956569,0.31522962,0.3972426,0.3440921,0.37356675,0.24097112,0.22481525,0.37836316,0.34516776,0.27763924,0.35259277,0.36948442,0.3119342,0.3052131,0.4387964,0.4029603,1.0,0.36851573,0.33141026,0.34996316,0.28192765,0.40334654,0.39561525,0.38451087,0.41519094,0.2813452,0.3032164,0.4261907,0.36786252,0.42669737,0.40445033,0.4447985,0.28202304,0.32459506,0.45955035,0.28693852,0.43360347,0.33990175,0.42629865,0.43659428,0.33694655,0.3160093,0.38678485,0.30663586,0.48998162,0.34363508,0.29101902,0.29794562,0.28593022,0.4082722,0.29885867,0.42626747,0.26293296,0.41708583,0.29639584,0.37889478,0.3010711,0.4318316,0.43712962,0.37834862,0.34935084,0.33689648,0.3565539,0.33164102,0.34619135,0.32095152,0.29365125,0.28375292,0.28374016,0.35418725,0.470547,0.35245126,0.40857065,0.3113746,0.29816455,0.40903848,0.39667803,0.571073,0.3275772,0.3888808,0.32092464
46fbb66c-6655-4152-9678-d7f68de2abc5,0.27905232,0.39750704,0.17998657,0.30966258,0.3988874,0.28283668,0.28231224,0.34990302,0.2685685,0.27475286,0.3915497,0.24409294,0.25110415,0.36170268,0.31018472,0.20970298,0.26198274,0.27298096,0.18621099,0.1872963,0.26283598,0.25170344,0.25386363,0.74818355,0.35418078,0.5013972,0.36851573,1.0,0.28156346,0.30757242,0.28614527,0.28815466,0.284283,0.23733196,0.30955535,0.24291632,0.2623921,0.279894,0.29120523,0.28926408,0.2767952,0.3061895,0.25794968,0.32632482,0.2610362,0.27451986,0.40422866,0.30808216,0.36918336,0.22581388,0.305686,0.2598184,0.24775553,0.30498773,0.30010158,0.54542243,0.40466782,0.24561536,0.37740484,0.30845708,0.42672157,0.3607651,0.43971604,0.27111766,0.24431397,0.27649963,0.2485771,0.29468635,0.28718543,0.21471004,0.28905678,0.2594827,0.24518605,0.32769465,0.27098897,0.27783507,0.24042986,0.22055587,0.1970345,0.23223142,0.36429453,0.27356905,0.27317816,0.28096378,0.57132196,0.29657763,0.24803615,0.29794207,0.24408333,0.42854023,0.32939017
4eb61e0b-502b-4d18-86d7-b215c7b98bf0,0.30010223,0.3186201,0.348725,0.22536922,0.23883133,0.27100468,0.25781736,0.300236,0.29949242,0.4618137,0.28651357,0.3110376,0.28779846,0.30378938,0.29317647,0.29647812,0.41396654,0.26940852,0.34527057,0.3345417,0.3074291,0.26878566,0.40512684,0.28291434,0.3058769,0.36226997,0.33141026,0.28156346,1.0,0.33036917,0.3391379,0.26334757,0.24656805,0.27254882,0.30963773,0.31409392,0.34447378,0.29633346,0.24416976,0.3240568,0.24918619,0.30849794,0.20263085,0.3416854,0.3293202,0.31110495,0.28127718,0.2586728,0.24824157,0.32542914,0.36675698,0.29623407,0.26929393,0.28873506,0.18981998,0.34725076,0.27461892,0.2749523,0.3904368,0.2563085,0.35490438,0.29760227,0.291487,0.298296,0.29111913,0.32504427,0.30259556,0.21890157,0.31480196,0.21779156,0.48095137,0.4481423,0.3226646,0.25694025,0.29917276,0.28806156,0.28931683,0.30452478,0.32973444,0.2660477,0.2903858,0.30606234,0.37636632,0.36161387,0.272262,0.25206926,0.34400272,0.27454185,0.35019967,0.3098407,0.26949173
50ca257b-4db2-41aa-9252-d0c0c49e24b6,0.33538532,0.50731623,0.21639162,0.36424667,0.40387318,0.36747056,0.40869188,0.27999344,0.4498117,0.4383843,0.27646726,0.39058432,0.38066486,0.44775894,0.35953593,0.2826591,0.33920613,0.3726378,0.2712222,0.18435663,0.39341128,0.30839998,0.3559679,0.30587053,0.3985717,0.3996272,0.34996316,0.30757242,0.33036917,1.0,0.4577297,0.39022613,0.40657294,0.36714494,0.32348529,0.28467527,0.31073546,0.45810103,0.26960707,0.31573945,0.21381341,0.4203419,0.31444755,0.27963126,0.43840665,0.28177607,0.4884262,0.46090025,0.3487813,0.3429094,0.64661294,0.34157664,0.4124093,0.35943177,0.3104172,0.3324294,0.29755014,0.35248792,0.34772405,0.36272514,0.33796725,0.38590288,0.26301062,0.4200164,0.3327946,0.32886833,0.33494288,0.40188473,0.3114321,0.33680433,0.30411592,0.30222738,0.2972267,0.41865274,0.40437642,0.40264046,0.36778712,0.36279553,0.20756038,0.39292106,0.43176043,0.3997066,0.4244402,0.43104774,0.6467322,0.4963049,0.4338873,0.34766755,0.36769354,0.48700437,0.36886603
